relevant,entities,id,A,B,C,text,clean
-1,,804898136770641920,0,0,1,See why AlienVault has been named a Visionary in the latest Gartner Magic Quadrant for SIEM: https://t.co/Cw2oFv1U9E https://t.co/tdlUbhWwY9,see why alienvault has been named a visionary in the latest gartner magic quadrant for siem
1,O O O O O O O O O PRO,803790894725902336,0,0,1,"RT @offsectraining: Introducing Fldbg, a Pykd script to debug FlashPlayer - https://t.co/Dmduzc6WaW",rt offsectraining introducing fldbg a pykd script to debug flashplayer
1,O O O O PRO VER O O VUL VUL O PRO,803741171545702401,0,0,1,"Holding Shift + F10 During Windows 10 Updates Opens Root CLI, Bypasses BitLocker https://t.co/IoucLe2xXx",holding shift f10 during windows 10 updates opens root cli bypasses bitlocker
-1,,801731433849090048,0,0,1,threatmeter: #0daytoday #WordPress Instagram Feed 1.4.6.2 Plugin - Cross-Site Request Forgery Vulnerability [#0day… https://t.co/F1F4g8j7h4,threatmeter 0daytoday wordpress instagram feed 1.4.6.2 plugin cross-site request forgery vulnerability 0day
1,O O PRO VUL VUL O O O,801725098466086912,0,0,1,threatmeter: Vigilnce - Windows: privilege escalation via Secure Boot https://t.co/ibjN8Ajaqf,threatmeter vigilnce windows privilege escalation via secure boot
1,O PRO VER O O O O O O,804333984045998080,0,0,1,SAMRi10: Windows 10 hardening tool for thwarting network recon https://t.co/f4cgSNC4Ag,samri10 windows 10 hardening tool for thwarting network recon
-1,,801064883957727232,0,0,1,@MC_Odd Hmm. Can you double-check your location settings in Chrome: https://t.co/7fJod182X5? Keep us posted.,mc odd hmm can you double-check your location settings in chrome keep us posted.
-1,,802127336338575360,0,0,1,Save 35% off OptinMonster - Get More Email Subscribers - https://t.co/fnzwgvQAx1 - use coupon: BF2016 #WordPress #BlackFriday,save 35 off optinmonster get more email subscribers use coupon bf2016 wordpress blackfriday
1,O O ID ORG PRO PRO VER O O O O O O,801035634093813760,0,0,1,threatmeter: Bugtraq: CVE-2015-0050: Microsoft Internet Explorer 8 MSHTML SRunPointer::SpanQualifier/RunType OOB r… https://t.co/mySKgq1k4t,threatmeter bugtraq cve-2015-0050 microsoft internet explorer 8 mshtml srunpointer spanqualifier runtype oob r
-1,,804072362576662533,0,0,1,@_pronto_ Hi there. Could you check &amp; confirm whether location sharing is enabled in Chrome: https://t.co/IU2p8wZlUJ. Keep us posted.,pronto hi there could you check amp confirm whether location sharing is enabled in chrome keep us posted.
-1,,802353703940407296,0,0,1,Save 40% off SeedProd - #WordPress Maintenance Mode Plugin - https://t.co/SIglGelQIa - Use coupon: BF16CM - #BlackFriday,save 40 off seedprod wordpress maintenance mode plugin use coupon bf16cm blackfriday
-1,,802443039381798912,0,0,1,"Node.js and containers both excel at performance, packaging, and scalability, says NodeSource's @rosskukulinski: https://t.co/a6rOK1e08m https://t.co/pD3SKXGR1B",node.js and containers both excel at performance packaging and scalability says nodesource s rosskukulinski
-1,,806538506378027009,0,0,1,"@One_Off Thanks for the info. Just to confirm, have you tried these steps to repair Chrome if it freezes: https://t.co/qLP1HtFxKY?",one off thanks for the info just to confirm have you tried these steps to repair chrome if it freezes
-1,,802248967761383424,0,0,1,@benjhaisch Hi Benj. Does this only happen in Chrome? Try using incognito mode: https://t.co/iPq7oE3dnk. Let us know how it goes.,benjhaisch hi benj does this only happen in chrome try using incognito mode let us know how it goes.
1,O O O O PRO VER PRO ID O O,801677443488747521,0,0,1,"RT @binitamshah: Derandomizing latest Windows 10 Kernel (CVE-2016-7255 exploit): https://t.co/MVdEfTEib7  ,Slides : https://t.co/hnaOWHg2WK…",rt binitamshah derandomizing latest windows 10 kernel cve-2016-7255 exploit slides
-1,,802205798860460032,0,0,1,Microsoft Shares Windows 10 Telemetry Data With Third Parties https://t.co/KtiJau3EvZ,microsoft shares windows 10 telemetry data with third parties
-1,,801674235638730752,0,0,1,CVE-2016-7243 (MS16-129) #Microsoft Edge Scripting Engine Memory #Corruption #Remote Code Execution VIII ... https://t.co/x9r7b6sjbY #McAfee,cve-2016-7243 ms16-129 microsoft edge scripting engine memory corruption remote code execution viii mcafee
-1,,802972778475507712,0,0,1,Save 40% off ThemeFuse - Premium #WordPress Themes - https://t.co/yOm5OsGIpD - Cost $3.14 per theme - #BlackFriday,save 40 off themefuse premium wordpress themes cost 3.14 per theme blackfriday
1,O O ORG PRO ID VUL VUL VUL VUL,808827884798361600,0,0,1,threatmeter: Vuln: Microsoft Office CVE-2016-7266 Remote Code Execution Vulnerability https://t.co/KsebC3e6Qx,threatmeter vuln microsoft office cve-2016-7266 remote code execution vulnerability
-1,,801526617986269185,0,0,1,"@Geff_Rock @iamShoZo @SnazzyQ We knew it... :) Currently, we're built just for Windows OS.",geff rock iamshozo snazzyq we knew it currently we re built just for windows os.
1,O PRO VER VER O ID ID,803664386996867073,0,0,1,threatmeter: RHEL 6 / 7 : expat (RHSA-2016:2824) https://t.co/CLRX5LUJ86,threatmeter rhel 6 7 expat rhsa-2016 2824
1,PRO O O O O O O,806255070400626689,0,0,1,Flash Exploit Found in Seven Exploit Kits https://t.co/IzpTx02ak5,flash exploit found in seven exploit kits
-1,,801133735282409472,0,0,1,Fedora 25 Now Available -- Makes It Easier To Switch From Windows 10 Or Mac https://t.co/2FNWTOaPTd,fedora 25 now available makes it easier to switch from windows 10 or mac
1,O ORG PRO O VER VER VER VER VER O VER O PRO VUL VUL,802059860527419392,0,0,1,threatmeter: IBM Sterling Connect up to 4.5.00/4.5.01/4.6.0.6 iFix008/4.7.0.3 on Windows privilege escalation https://t.co/ZkYusB5JAN,threatmeter ibm sterling connect up to 4.5.00 4.5.01 4.6.0.6 ifix008 4.7.0.3 on windows privilege escalation
-1,,803048337222103040,0,0,1,Save 70% off SiteGround + Get a free domain - https://t.co/NbNFZWoIWe - Limited Time Deal - #WordPress #BlackFriday,save 70 off siteground get a free domain limited time deal wordpress blackfriday
1,O ORG PRO PRO PRO VUL VUL VUL O,809040046921641988,0,0,1,Vuln: SAP Business Objects Explorer Information Disclosure Vulnerability https://t.co/vSY7uAAOqa #bugtraq,vuln sap business objects explorer information disclosure vulnerability bugtraq
1,O O ORG PRO PRO O ID VUL VUL VUL VUL,801088428842618880,0,0,1,threatmeter: Vuln: Microsoft Windows Kernel ‘Win32k.sys’ CVE-2016-7255 Local Privilege Escalation Vulnerability https://t.co/piENoScyHn,threatmeter vuln microsoft windows kernel win32k.sys cve-2016-7255 local privilege escalation vulnerability
-1,,802548015567278080,0,0,1,The WordPress megahack that wasn’t https://t.co/hHMs2aI6PD @NakedSecurity #security #hack https://t.co/rcHQY7s2dX,the wordpress megahack that wasn t nakedsecurity security hack
-1,,804010881893822464,0,0,1,"#Hackers reuse passwords to access 26,500 National Lottery accounts https://t.co/sUh8gzmk8O #NakedSecurity",hackers reuse passwords to access 26 500 national lottery accounts nakedsecurity
-1,,801542337247793152,0,0,1,How to Fix Common Image Issues in #WordPress - https://t.co/GTNV9AKj75,how to fix common image issues in wordpress
-1,,801122657899053057,0,0,1,Anonymous website wants John McAfee to be Donald Trump's #cybersecurity adviser https://t.co/UPoesDze7p,anonymous website wants john mcafee to be donald trump s cybersecurity adviser
-1,,803494420435832832,0,0,1,threatmeter: Intel : McAfee Labs Threats Predictions Report Previews Cyber Threats for 2017 and Beyond https://t.co/I9mYEmk297,threatmeter intel mcafee labs threats predictions report previews cyber threats for 2017 and beyond
1,VUL VUL O PRO PRO O O O O PRO,809336547023683584,0,0,1,Phishing campaign on Office 365 Business users leverages Punycodehttps://t.co/n1pdydMus9#securityaffairs #Phishing #Office365,phishing campaign on office 365 business users leverages phishing office365
1,O O O O O O O PRO VUL VUL O O,802207959531057152,0,1,1,RT @NetSPI: New blog post from NetSPI: Java Deserialization Attacks with Burp https://t.co/f4yK7sLoXR,rt netspi new blog post from netspi java deserialization attacks with burp
-1,,803648688568422400,0,0,1,Insert Html Snippet Plugin 1.2 on WordPress cross site request forgery https://t.co/PxWxIfo9C0,insert html snippet plugin 1.2 on wordpress cross site request forgery
-1,,803650146416390144,0,0,1,WordPress Insert Html Snippet 1.2 Cross Site Request Forgery https://t.co/kbA7n4h8Ca #exploit,wordpress insert html snippet 1.2 cross site request forgery exploit
-1,,801058307167416320,0,0,1,"@HumbleEinstein Are you still experiencing this issue? If yes, try with a new Chrome profile &amp; keep us posted: https://t.co/mrcdotOseh.",humbleeinstein are you still experiencing this issue if yes try with a new chrome profile amp keep us posted
1,PRO VER O ID ID,801699247842357248,0,0,1,RHEL 7 : memcached (RHSA-2016:2819) https://t.co/7YHc55Ojhw,rhel 7 memcached rhsa-2016 2819
-1,,804613157025091584,0,0,1,#0daytoday #Apache OpenOffice 1.0 Windows Installer Trojan Execution Vulnerability [#0day #Exploit] https://t.co/7brtBFQoJJ,0daytoday apache openoffice 1.0 windows installer trojan execution vulnerability 0day exploit
1,O VUL VUL O O O O O O O O O O O O PRO,803653592968261632,0,0,1,The Kangaroo Ransomware not only Encrypts your Data but tries to Lock you out of Windows https://t.co/4WMDQhj5ly @BleepinComputer #security https://t.co/aZwwApz6kh,the kangaroo ransomware not only encrypts your data but tries to lock you out of windows bleepincomputer security
1,O ORG O O O O PRO PRO O O,803058877407358976,0,0,1,threatmeter: Microsoft update servers left all Azure RHEL instances hackable https://t.co/wHBCbXVHYL,threatmeter microsoft update servers left all azure rhel instances hackable
-1,,801678606627958784,0,0,1,threatmeter: Personal password practices place thousands of UK businesses at risk https://t.co/rWhOC9bn8u,threatmeter personal password practices place thousands of uk businesses at risk
-1,,802338622108266496,0,0,1,Save 35% off ThemeIsle - Premium #WordPress Themes - https://t.co/JhP9FOd6bm - Use coupon: TIBF2016 - Cost less than $4 / theme,save 35 off themeisle premium wordpress themes use coupon tibf2016 cost less than 4 theme
1,O PRO VER O O O O VUL VUL O,808974846906372096,0,0,1,Corporate #Office 365 users hit with clever #phishing attack https://t.co/535Lx4PGLk #HelpNetSecurity,corporate office 365 users hit with clever phishing attack helpnetsecurity
-1,,803695027650236420,0,0,1,Extended: Save 75% off HostGator #WordPress Hosting + $0.01 for Domain - https://t.co/WnkBQtoFcU - 24 Hours ONLY - Cyber Monday Sale,extended save 75 off hostgator wordpress hosting 0.01 for domain 24 hours only cyber monday sale
-1,,802534979783622657,0,0,1,Save 35% off Soliloquy - Premium #WordPress Slider plugin - https://t.co/TGSurZ51zH - use coupon: BF2016 - #BlackFriday,save 35 off soliloquy premium wordpress slider plugin use coupon bf2016 blackfriday
1,O ORG PRO ORG O O O O O O,802335519560572928,0,0,1,@gdeems @Microsoft @googlechrome @mozilla We care with your privacy. https://t.co/nPZFsgcFP0 -MR,gdeems microsoft googlechrome mozilla we care with your privacy mr
-1,,802821908869758976,0,0,1,Save 50% off CSSIgniter - Premium #WordPress Themes - https://t.co/1k26HlWGX6 - use coupon: WPBEGINNER - Cost less than $2 / theme,save 50 off cssigniter premium wordpress themes use coupon wpbeginner cost less than 2 theme
-1,,803290633293230080,0,0,1,"threatmeter: When it comes to security, Android is the new Windows – Network World https://t.co/SDNGMsLm0c",threatmeter when it comes to security android is the new windows network world
-1,,802628481188102144,0,0,1,ISIS Is Watching you: IS Hacking Team Shares Access to Security Cameras Around the Word (Japan)https://t.co/pwUtbJTAaM#securityaffairs #I…,isis is watching you is hacking team shares access to security cameras around the word i
1,ID O O O PRO PRO ID,808923063186288640,0,0,1,MS16-155: Security Update for .NET Framework (3205640) https://t.co/I9obgEdBao,ms16-155 security update for .net framework 3205640
-1,,803508379243216896,0,0,1,McAfee Labs predicts 14 security developments for 2017 https://t.co/1TNJySwJbU,mcafee labs predicts 14 security developments for 2017
-1,,803440886327767040,0,0,1,How to Add Your #WordPress Site to Google Webmaster Tools - https://t.co/42LjrOpEEE,how to add your wordpress site to google webmaster tools
-1,,814013999545221120,0,0,1,@IBMSecurity @ICSISAC @SCADAhacker The number of ICS Attacks continues to increase worldwidehttps://t.co/0jWsqrOCRx#securityaffairs,ibmsecurity icsisac scadahacker the number of ics attacks continues to increase
-1,,802196735053307904,1,0,1,Don’t take chances. Protect yourself online. Use the browser that’s safer than Google Chrome. https://t.co/mhFCRakI5o https://t.co/4vHitV9pPv,don t take chances protect yourself online use the browser that s safer than google chrome.
-1,,802429191761301505,0,0,1,Save 35% off OptinMonster - Get More Email Subscribers - https://t.co/jt3Z6PoMwL - use coupon: BF2016 #WordPress #BlackFriday,save 35 off optinmonster get more email subscribers use coupon bf2016 wordpress blackfriday
-1,,801761035397070848,0,0,1,16 Tools to Create Better Images for Your Blog Posts - https://t.co/SttkSIuiKB #WordPress #blogging https://t.co/n0GV6hWWu3,16 tools to create better images for your blog posts wordpress blogging
-1,,801727607263948800,0,0,1,@kazoolist Hi there. Can you let us know what version of Chrome you're using? To check: go to your address bar &amp; type in chrome://version.,kazoolist hi there can you let us know what version of chrome you re using to check go to your address bar amp type in chrome version.
1,O O O O O O O O O ORG,803681839449853952,0,0,1,"threatmeter: Ransomware down, IoT threats up in 2017 predicts McAfee https://t.co/eRutmI1Szb",threatmeter ransomware down iot threats up in 2017 predicts mcafee
1,O ID ID PRO PRO VUL VUL VUL VUL,803217736784560128,0,0,1,Bugtraq: CVE 2016-6803: Apache OpenOffice Unquoted Search Path Vulnerability https://t.co/VlnSpmLhLS,bugtraq cve 2016-6803 apache openoffice unquoted search path vulnerability
1,ORG O O O O PRO PRO O O O O O O,803186131705692160,0,0,1,#Microsoft update servers left all Azure #RHEL instances hackable | The Register #infosec #vuln https://t.co/7dfPKIPvIp,microsoft update servers left all azure rhel instances hackable the register infosec vuln
-1,,803284042657517568,0,0,1,@elroyheesbeen (2 of 3) self hosted WordPress is a bit different from https://t.co/eRvNKWaolr.,elroyheesbeen 2 of 3 self hosted wordpress is a bit different from
-1,,802858641376313344,0,0,1,@pyrotechnika If it's a https://t.co/eRvNKWaolr site you can request a password reset using the username. But you'll need access to the...,pyrotechnika if it s a site you can request a password reset using the username but you ll need access to the
1,O ORG PRO PRO VER O PRO VER O O O O O O O O,801566773422133248,0,0,1,#0daytoday #Microsoft Internet Explorer 8 MSHTML - &amp;#039;Ptls5::Ls­Find­Span­Visual­Boundar [#0day #Exploit] https://t.co/poovEzpfr6,0daytoday microsoft internet explorer 8 mshtml amp 039 ptls5 ls find span visual boundar 0day exploit
1,ID ID ORG PRO O VUL VUL VUL VUL VUL O O ORG,803123787268923393,1,0,1,CVE-2016-7240 (MS16-129) #Microsoft Edge Browser Memory #Corruption #Remote Code Execution VII (3199057) https://t.co/oc2U12i94z #McAfee,cve-2016-7240 ms16-129 microsoft edge browser memory corruption remote code execution vii 3199057 mcafee
1,O ORG PRO PRO O VUL VUL,803416329386655744,0,0,1,threatmeter: Microsoft Windows Kernel NtSetWindowLongPtr Privilege Escalation https://t.co/PotRwxOx7I,threatmeter microsoft windows kernel ntsetwindowlongptr privilege escalation
-1,,801564784286191619,0,0,1,Analysis finds high-risk vulnerabilities in four popular WordPress e-commerce plug-ins l https://t.co/UnjjfTIYzl #wordpress,analysis finds high-risk vulnerabilities in four popular wordpress e-commerce plug-ins l wordpress
-1,,803183784782741504,0,0,1,@goodforenergy Hi Helen. Does this only happen in Chrome? Try using incognito mode: https://t.co/ntyS7bmoFw &amp; let us know how it goes.,goodforenergy hi helen does this only happen in chrome try using incognito mode amp let us know how it goes.
-1,,803378483078529025,0,0,1,threatmeter: Vuln: WordPress Image Gallery Plugin HTML Injection Vulnerability https://t.co/Spz8zQPSQM,threatmeter vuln wordpress image gallery plugin html injection vulnerability
-1,,802595394152562688,0,0,1,Collection of #WordPress Black Friday and Cyber Monday Deals - https://t.co/7rh07AbZOq (HUGE Savings) #BlackFriday,collection of wordpress black friday and cyber monday deals huge savings blackfriday
-1,,802105146532622336,0,0,1,threatmeter: Image Gallery Plugin 1.9.65 on WordPress Stored cross site scripting https://t.co/mVtJem21vB,threatmeter image gallery plugin 1.9.65 on wordpress stored cross site scripting
1,O O ORG PRO PRO O ID VUL VUL VUL VUL,801035640443994113,0,0,1,threatmeter: Vuln: Microsoft Windows Kernel 'Win32k.sys' CVE-2016-7255 Local Privilege Escalation Vulnerability https://t.co/2zdn6GaGdK,threatmeter vuln microsoft windows kernel win32k.sys cve-2016-7255 local privilege escalation vulnerability
1,O ORG PRO PRO O PRO O O VUL VUL VUL VUL,809037847680389120,0,0,1,Vuln: McAfee VirusScan Enterprise for Windows DLL Loading Remote Code Execution Vulnerability https://t.co/N0SrqeWU6t,vuln mcafee virusscan enterprise for windows dll loading remote code execution vulnerability
-1,,802927478578655232,0,0,1,Save 30% off Restrict Content Pro - #WordPress Membership Site plugin - https://t.co/sKG8Rhf2pI - Use coupon: BFCM2016,save 30 off restrict content pro wordpress membership site plugin use coupon bfcm2016
1,ORG ORG ID ID ID O,803649891792814080,0,1,1,Red Hat Security Advisory 2016-2823-01 https://t.co/xH8GUdWfpw #advisory,red hat security advisory 2016-2823-01 advisory
1,ORG PRO O O O VER O VER VER O VER VER O VER O VER O VER O,803412091034071040,0,0,1,NVIDIA Windows GPU Display Driver 34x.x &lt; 342.00 / 367.x &lt; 369.73 / 367.x &lt; 369.71 (GRID) / 375.x &lt; 375.63 Multipl… https://t.co/y8U8DEnFkB,nvidia windows gpu display driver 34x.x lt 342.00 367.x lt 369.73 367.x lt 369.71 grid 375.x lt 375.63 multipl
1,O ORG O VUL VUL VUL VUL,809071534077865984,0,0,1,threatmeter: SAP Resolves Multiple Information Disclosure Flaws https://t.co/HAjdlUcDOY,threatmeter sap resolves multiple information disclosure flaws
-1,,803652267366719488,1,0,1,#WordPress Insert Html Snippet 1.2 Cross Site Request Forgery https://t.co/5J9Y2mUeAX #PacketStorm,wordpress insert html snippet 1.2 cross site request forgery packetstorm
-1,,805720897231294468,0,0,1,How #Windows 10's data collection trades your #privacy for #Microsoft's security https://t.co/8ESxzjVTvs #HITB,how windows 10 s data collection trades your privacy for microsoft s security hitb
-1,,803289584243212288,0,0,1,"When it comes to security, Android is the new Windows – Network World https://t.co/qUs9yh9z80",when it comes to security android is the new windows network world
-1,,803429179534479360,1,0,1,SANS Internet Storm Center: Why firewalls are not recommended for securing SCADA systems (TechRepublic) https://t.co/tAINfQ8CoN,sans internet storm center why firewalls are not recommended for securing scada systems techrepublic
-1,,802655670394703873,0,0,1,Save 40% off SeedProd - #WordPress Maintenance Mode Plugin - https://t.co/I0HcDloeg1 - Use coupon: BF16CM - #BlackFriday,save 40 off seedprod wordpress maintenance mode plugin use coupon bf16cm blackfriday
-1,,805720934028103680,0,0,1,r/t TalkTalk and Post Office customers lose internet access as routers hijacked https://t.co/BdYFFI9sr2,r t talktalk and post office customers lose internet access as routers hijacked
-1,,806576210516082688,0,0,1,@joeleastlick That sounds like a great question for the @WordPress community – https://t.co/6IRM6fY669,joeleastlick that sounds like a great question for the wordpress community
-1,,806109770205818880,0,0,1,threatmeter: TalkTalk customers urged to change Wi-Fi passwords https://t.co/R4XBFOq1Nn,threatmeter talktalk customers urged to change wi-fi passwords
-1,,804138525474091008,0,0,1,"British Film Institute To Digitize 100,000 Old TV Shows Before They Disappear https://t.co/nUkL4eYdgX",british film institute to digitize 100 000 old tv shows before they disappear
-1,,803924654259834880,0,0,1,threatmeter: The need for better password security https://t.co/lIkbOWg4ey,threatmeter the need for better password security
-1,,804762089428434944,1,0,1,#McAfee Host #Intrusion Prevention Installed https://t.co/FBaLoBDHwC #Nessus,mcafee host intrusion prevention installed nessus
-1,,802318550337748996,1,1,1,The latest #Linux Webserver #Security! https://t.co/Xd6wRTH0aw Thanks to @dalerapp @ai2ik @federico_dv #wordpress #security,the latest linux webserver security thanks to dalerapp ai2ik federico dv wordpress security
1,O O O O O O O O O O,804368239459442689,0,0,1,threatmeter: Talk Talk and Post Office routers hit by cyber-attack https://t.co/M7QJjqP9iT,threatmeter talk talk and post office routers hit by cyber-attack
1,ORG PRO PRO O VUL VUL,803412818057904128,0,0,1,Microsoft Windows Kernel NtSetWindowLongPtr Privilege Escalation https://t.co/vfKluw8KO0,microsoft windows kernel ntsetwindowlongptr privilege escalation
-1,,803131510685630464,0,0,1,"Microsoft's EMET Protects Apps Better Than Windows 10, Researcher Says https://t.co/TYWGZq5j3g",microsoft s emet protects apps better than windows 10 researcher says
1,O ORG PRO PRO PRO PRO PRO VER VER VER O ORG PRO VUL VUL,804280027756064768,0,0,1,threatmeter: IBM IMS Enterprise Suite Data Provider up to 3.2.0.0 on Microsoft .NET privilege escalation https://t.co/D9rU4zKYGQ,threatmeter ibm ims enterprise suite data provider up to 3.2.0.0 on microsoft .net privilege escalation
1,O ORG O O O O PRO,804528301360500737,0,0,1,threatmeter: Google Releases Security Updates for Chrome https://t.co/599BVeiKaS,threatmeter google releases security updates for chrome
1,O O O O O O O O O O O,804621894875873280,0,0,1,TalkTalk and Post Office customers lose internet access as routers hijacked https://t.co/BdYFFIr3iA https://t.co/X7uV3rhUJ8,talktalk and post office customers lose internet access as routers hijacked
1,O ORG PRO VER VER VER O O O,805713842575589376,0,0,1,Vuln: Google Chrome Prior to 50.0.2661.102 Multiple Security Vulnerabilities https://t.co/ezk526BTUw,vuln google chrome prior to 50.0.2661.102 multiple security vulnerabilities
-1,,803753660106887168,0,0,1,How to Create a Photo Album Gallery in #WordPress without a plugin - https://t.co/VBZ6UkY30t,how to create a photo album gallery in wordpress without a plugin
-1,,802836876373749760,0,0,1,Save 35% off Soliloquy - Premium #WordPress Slider plugin - https://t.co/H4D2RXyFen - use coupon: BF2016 - #BlackFriday,save 35 off soliloquy premium wordpress slider plugin use coupon bf2016 blackfriday
-1,,804358172144062464,0,0,1,CVE-2016-9079 #Mozilla #Firefox /Firefox ESR /Thunderbird SVG Animation #Remote Code Execution https://t.co/IS6R8LzNt9 #McAfee,cve-2016-9079 mozilla firefox firefox esr thunderbird svg animation remote code execution mcafee
-1,,803369159887323136,0,0,1,#Vuln: #WordPress Image Gallery Plugin HTML #Injection Vulnerability https://t.co/7f53Cmu6tk #bugtraq,vuln wordpress image gallery plugin html injection vulnerability bugtraq
1,ORG PRO VER VUL VUL VUL VUL VUL VUL,804841402395926528,0,0,1,Microsoft Office 2013 Execute Code Overflow Memory corruption Vulnerability https://t.co/ZzCPLLj4vN,microsoft office 2013 execute code overflow memory corruption vulnerability
1,O ORG PRO PRO VER VER VER O O O VUL VUL,809008917116284928,0,0,1,threatmeter: Microsoft Internet Explorer 9/10/11 Hyperlink Object Library information disclosure https://t.co/3eHwS6bxJR,threatmeter microsoft internet explorer 9 10 11 hyperlink object library information disclosure
1,ORG O O O O O O O VUL VUL VUL O,803708892274245632,0,0,1,#McAfee: Machine Learning a Key 2017 Tool for Socially Engineered Hacks https://t.co/LhZJZcQyea #InfoSecMag,mcafee machine learning a key 2017 tool for socially engineered hacks infosecmag
-1,,802353812887523328,0,0,1,How to Add Multi-Column Content in #WordPress Posts (No HTML Required) - https://t.co/wGITKpnSzQ,how to add multi-column content in wordpress posts no html required
